,Name,Pass_pattern,n_passes,Count
299,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,7,5
300,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction;control_difference_between_trials_2_and_3_of_extinction,10,5
301,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;control_difference_between_trials_2_and_3_of_extinction,7,5
302,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;PTSD_difference_between_trials_1_and_2_of_extinction,8,5
303,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,7,5
304,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,8,5
305,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,10,5
306,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,9,5
307,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,9,5
308,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect,7,4
309,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction;control_difference_between_trials_2_and_3_of_extinction,10,4
310,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,7,4
311,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;control_difference_between_trials_2_and_3_of_extinction,9,4
312,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,9,4
313,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;control_difference_between_trials_2_and_3_of_extinction,10,4
314,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,10,4
315,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction,8,4
316,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction,7,3
317,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,5,3
318,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,10,3
319,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction;control_difference_between_trials_2_and_3_of_extinction,11,3
320,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction,10,3
321,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,10,3
322,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,5,3
323,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction,8,3
324,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;PTSD_difference_between_trials_1_and_2_of_extinction,9,3
325,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,9,3
326,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,8,3
327,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect,5,2
328,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction,6,2
329,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction,7,2
330,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;PTSD_difference_between_trials_1_and_2_of_extinction,7,2
331,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;control_difference_between_trials_2_and_3_of_extinction,7,2
332,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction;control_difference_between_trials_2_and_3_of_extinction,8,2
333,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;control_difference_between_trials_2_and_3_of_extinction,7,2
334,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,7,2
335,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect,8,2
336,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;PTSD_difference_between_trials_1_and_2_of_extinction;control_difference_between_trials_2_and_3_of_extinction,9,2
337,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction;control_difference_between_trials_2_and_3_of_extinction,10,2
338,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;control_difference_between_trials_2_and_3_of_extinction,8,2
339,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,9,2
340,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,8,2
341,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction;control_difference_between_trials_2_and_3_of_extinction,9,2
342,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,9,2
343,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,11,2
344,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,9,2
345,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,12,2
346,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,10,2
347,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;early_extinction_ANOVA_group_x_cue_type_interaction;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,11,2
348,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction,8,2
349,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,8,2
350,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction;control_difference_between_trials_2_and_3_of_extinction,10,2
351,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,7,2
352,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,8,2
353,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,7,2
354,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,8,2
355,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction;control_difference_between_trials_2_and_3_of_extinction,9,2
356,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction,8,2
357,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;control_difference_between_trials_2_and_3_of_extinction,8,2
358,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction;control_difference_between_trials_2_and_3_of_extinction,12,2
359,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;PTSD_difference_between_trials_1_and_2_of_extinction;control_difference_between_trials_2_and_3_of_extinction,10,2
360,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction,9,2
361,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction,9,2
362,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;late_extinction_ANOVA_trial_number_main_effect;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction;control_difference_between_trials_2_and_3_of_extinction,10,2
363,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;PTSD_difference_between_trials_2_and_3_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;control_difference_between_trials_2_and_3_of_extinction,8,2
364,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect,6,1
365,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction;control_difference_between_trials_2_and_3_of_extinction,8,1
366,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,8,1
367,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction;control_difference_between_trials_2_and_3_of_extinction,8,1
368,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;PTSD_difference_between_trials_1_and_2_of_extinction,6,1
369,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction,5,1
370,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,8,1
371,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;control_difference_between_trials_2_and_3_of_extinction,7,1
372,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;control_difference_between_trials_2_and_3_of_extinction,8,1
373,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;PTSD_difference_between_trials_1_and_2_of_extinction,8,1
374,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;PTSD_difference_between_trials_1_and_2_of_extinction;control_difference_between_trials_2_and_3_of_extinction,9,1
375,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_main_effect;PTSD_difference_between_trials_1_and_2_of_extinction;control_difference_between_trials_2_and_3_of_extinction,8,1
376,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;group_extinction_group_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction,7,1
377,zuj2017,early_extinction_ANOVA_cue_type_main_effect;early_extinction_ANOVA_trial_number_main_effect;control_difference_between_trials_1_and_2_of_extinction;acquisition_ANOVA_group_main_effect;late_extinction_group_main_effect;late_extinction_cue_type_main_effect;late_extinction_group_x_cue_type_interaction;PTSD_difference_between_trials_1_and_2_of_extinction;control_difference_between_trials_2_and_3_of_extinction,9,1
